name,recclass,mass (g),year,reclat,reclong
Guibga,L5,288,01/01/1972 12:00:00 AM,13.500000,-0.683330
Guidder,LL5,968,01/01/1949 12:00:00 AM,9.916670,13.983330
Gujargaon,H5,2449,01/01/1982 12:00:00 AM,22.983330,76.050000
Gujba,CBa,100000,01/01/1984 12:00:00 AM,11.491670,11.658330
Gumoschnik,H5,5700,01/01/1904 12:00:00 AM,42.900000,24.700000
Gurram Konda,L6,28,01/01/1814 12:00:00 AM,13.783330,78.566670
Gursum,H4/5,34650,01/01/1981 12:00:00 AM,9.366670,42.416670
Gütersloh,H3/4,1000,01/01/1851 12:00:00 AM,51.916670,8.383330
Gyokukei,OC,1320,01/01/1930 12:00:00 AM,35.000000,127.500000
Hachi-oji,H?,0.2,01/01/1817 12:00:00 AM,35.650000,139.333330
Hainaut,H3-6,9000,01/01/1934 12:00:00 AM,50.316670,3.733330
Hallingeberg,L3.4,1456,01/01/1944 12:00:00 AM,57.816670,16.233330
Hamlet,LL4,3710,01/01/1959 12:00:00 AM,41.383330,-86.600000
Haraiya,Eucrite-mmict,1000,01/01/1878 12:00:00 AM,26.800000,82.533330
Haripura,CM2,315,01/01/1921 12:00:00 AM,28.383330,75.783330
Harleton,L6,8360,01/01/1961 12:00:00 AM,32.675000,-94.511670
Harrison County,L6,680,01/01/1859 12:00:00 AM,38.250000,-86.166670
Hashima,H4,1110.5999999999999,01/01/1910 12:00:00 AM,35.294500,136.700330
Hassi-Jekna,"Iron, IAB-sHL",1250,01/01/1890 12:00:00 AM,28.950000,0.816670
Hatford,Stone-uncl,29000,01/01/1628 12:00:00 AM,51.650000,-1.516670
Haverö,Ureilite,1544,01/01/1971 12:00:00 AM,60.245560,22.061940
Hedeskoga,H5,3500,01/01/1922 12:00:00 AM,55.466670,13.783330
Hedjaz,L3.7-6,6100,01/01/1910 12:00:00 AM,27.333330,35.666670
Heredia,H5,1000,01/01/1857 12:00:00 AM,10.000000,-84.100000
Hessle,H5,20000,01/01/1869 12:00:00 AM,59.850000,17.666670
Higashi-koen,H5,750,01/01/1897 12:00:00 AM,33.600000,130.433330
High Possil,L6,4500,01/01/1804 12:00:00 AM,55.900000,-4.233330
Hiroshima,H5,414,01/01/2003 12:00:00 AM,34.450000,132.383330
Hoima,H6,167.7,01/01/2003 12:00:00 AM,1.345000,31.472780
Hökmark,L4,305.5,01/01/1954 12:00:00 AM,64.433330,21.200000
Holbrook,L/LL6,220000,01/01/1912 12:00:00 AM,34.900000,-110.183330
Holetta,Stone-uncl,1415,01/01/1923 12:00:00 AM,9.066670,38.416670
Homestead,L5,230000,01/01/1875 12:00:00 AM,41.800000,-91.866670
Honolulu,L5,2420,01/01/1825 12:00:00 AM,21.300000,-157.866670
Hotse,L6,180,01/01/1956 12:00:00 AM,35.666670,115.500000
Hoxie,OC,266.10000000000002,01/01/1963 12:00:00 AM,39.350000,-100.450000
Hraschina,"Iron, IID",49000,01/01/1751 12:00:00 AM,46.100000,16.333330
Huaxi,H5,1600,01/01/2010 12:00:00 AM,26.464690,106.632410
Hungen,H6,112,01/01/1877 12:00:00 AM,50.300000,8.916670
Hvittis,EL6,14000,01/01/1901 12:00:00 AM,61.183330,22.683330
Ibbenbüren,Diogenite,2000,01/01/1870 12:00:00 AM,52.283330,7.700000
Ibitira,Eucrite-mmict,2500,01/01/1957 12:00:00 AM,-20.000000,-45.000000
Ibrisim,OC,,01/01/1949 12:00:00 AM,38.000000,35.000000
Ichkala,H6,3973,01/01/1936 12:00:00 AM,58.200000,82.933330
Idutywa,H5,3457,01/01/1956 12:00:00 AM,-32.100000,28.333330
Iguaracu,H5,1200,01/01/1977 12:00:00 AM,-23.200000,-51.833330
Ijopega,H6,7330,01/01/1975 12:00:00 AM,-6.033330,145.366670
Indarch,EH4,27000,01/01/1891 12:00:00 AM,39.750000,46.666670
Independence,L6,880,01/01/1917 12:00:00 AM,39.083330,-94.400000
Inner Mongolia,L6,3000,01/01/1963 12:00:00 AM,41.000000,112.000000
Innisfree,L5,4576,01/01/1977 12:00:00 AM,53.415000,-111.337500
Ipiranga,H6,7000,01/01/1972 12:00:00 AM,-25.500000,-54.500000
Ishinga,H,1300,01/01/1954 12:00:00 AM,-8.933330,33.800000
Isthilart,H5,3050,01/01/1928 12:00:00 AM,-31.183330,-57.950000
Itapicuru-Mirim,H5,2024,01/01/1879 12:00:00 AM,-3.400000,-44.333330
Itqiy,EH7-an,4720,01/01/1990 12:00:00 AM,26.590830,-12.952170
Ivuna,CI1,704.5,01/01/1938 12:00:00 AM,-8.416670,32.433330
Jackalsfontein,L6,48000,01/01/1903 12:00:00 AM,-32.500000,21.900000
Jajh deh Kot Lalu,EL6,973,01/01/1926 12:00:00 AM,26.750000,68.416670
Jalanash,Ureilite,700,01/01/1990 12:00:00 AM,,
Jalandhar,Iron,1967,01/01/1621 12:00:00 AM,31.000000,75.000000
Jamkheir,H6,22,01/01/1866 12:00:00 AM,18.750000,75.333330
Jartai,L6,20500,01/01/1979 12:00:00 AM,39.700000,105.800000
Jelica,LL6,34000,01/01/1889 12:00:00 AM,43.833330,20.441670
Jemlapur,L6,450,01/01/1901 12:00:00 AM,,
Jesenice,L6,3667,01/01/2009 12:00:00 AM,46.421370,14.052170
Jhung,L5,5900,01/01/1873 12:00:00 AM,31.300000,72.383330
Jiange,H5,222,01/01/1964 12:00:00 AM,31.916670,104.916670
Jianshi,"Iron, IIIAB",600000,01/01/1890 12:00:00 AM,30.808330,109.500000
Jilin,H5,4000000,01/01/1976 12:00:00 AM,44.050000,126.166670
Jodiya,L5,100,01/01/2006 12:00:00 AM,22.680000,70.313330
Jodzie,Howardite,30,01/01/1877 12:00:00 AM,55.700000,24.400000
Johnstown,Diogenite,40300,01/01/1924 12:00:00 AM,40.350000,-104.900000
Jolomba,LL6,483,01/01/1974 12:00:00 AM,-11.850000,15.833330
Jonzac,Eucrite-mmict,5000,01/01/1819 12:00:00 AM,45.433330,-0.450000
Juancheng,H5,100000,01/01/1997 12:00:00 AM,35.500000,115.416670
Judesegeri,H6,680,01/01/1876 12:00:00 AM,12.850000,76.800000
Jumapalo,L6,32490,01/01/1984 12:00:00 AM,-7.716670,111.200000
Junan,L6,950,01/01/1976 12:00:00 AM,35.200000,118.800000
Juromenha,"Iron, IIIAB",25250,01/01/1968 12:00:00 AM,38.740280,-7.270000
Juvinas,Eucrite-mmict,91000,01/01/1821 12:00:00 AM,44.716670,4.300000
Kaba,CV3,3000,01/01/1857 12:00:00 AM,47.350000,21.300000
Kabo,H4,13400,01/01/1971 12:00:00 AM,11.850000,8.216670
Kadonah,H6,89,01/01/1822 12:00:00 AM,27.083330,78.333330
Kaee,H5,230,01/01/1838 12:00:00 AM,27.250000,79.966670
Kagarlyk,L6,1900,01/01/1908 12:00:00 AM,49.866670,30.833330
Kaidun,CR2,2000,01/01/1980 12:00:00 AM,15.000000,48.300000
Kainsaz,CO3.2,200000,01/01/1937 12:00:00 AM,55.433330,53.250000
Kakangari,K3,350,01/01/1890 12:00:00 AM,12.383330,78.516670
Kakowa,L6,577,01/01/1858 12:00:00 AM,45.133330,21.666670
Kalaba,H4,950,01/01/1951 12:00:00 AM,-6.833330,29.500000
Kalumbi,L6,4500,01/01/1879 12:00:00 AM,17.833330,73.983330
Kamalpur,L6,2770,01/01/1942 12:00:00 AM,26.033330,81.466670
Kamiomi,H5,448,01/01/1913 12:00:00 AM,36.041670,139.956670
Kamsagar,L6,1293,01/01/1902 12:00:00 AM,14.183330,75.800000
Kandahar (Afghanistan),L6,299,01/01/1959 12:00:00 AM,31.600000,65.783330
Kangean,H5,1630,01/01/1908 12:00:00 AM,-7.000000,115.500000
Kangra Valley,H5,400,01/01/1897 12:00:00 AM,32.083330,76.300000
Kapoeta,Howardite,11355,01/01/1942 12:00:00 AM,4.700000,33.633330
Kaprada,L5/6,1600,01/01/2004 12:00:00 AM,20.339160,73.223290
Kaptal-Aryk,L6,3500,01/01/1937 12:00:00 AM,42.450000,73.366670
Karakol,LL6,3000,01/01/1840 12:00:00 AM,47.216670,81.016670
Karatu,LL6,2220,01/01/1963 12:00:00 AM,-3.500000,35.583330
Karewar,L6,180,01/01/1949 12:00:00 AM,12.900000,7.150000
Karkh,L6,22000,01/01/1905 12:00:00 AM,27.800000,67.166670
Karloowala,L6,2950,01/01/1955 12:00:00 AM,31.583330,71.600000
Karoonda,CK4,41730,01/01/1930 12:00:00 AM,-35.083330,139.916670
Kasamatsu,H,710,01/01/1938 12:00:00 AM,35.366670,136.766670
Kasauli,H4,16820,01/01/2003 12:00:00 AM,29.583330,77.583330
Katagum,L6,1500,01/01/1999 12:00:00 AM,11.333330,10.083330
Kavarpura,"Iron, IIE-an",6800,01/01/2006 12:00:00 AM,25.143330,75.813330
Kayakent,"Iron, IIIAB",85000,01/01/1961 12:00:00 AM,39.263330,31.780000
Kediri,L4,3300,01/01/1940 12:00:00 AM,-7.750000,112.016670
Kemer,L4,5760,01/01/2008 12:00:00 AM,36.541940,29.418220
Kendleton,L4,6937,01/01/1939 12:00:00 AM,29.450000,-96.000000
Kendrapara,H4-5,6669.2,01/01/2003 12:00:00 AM,20.462500,86.702780
Kerilis,H5,5000,01/01/1874 12:00:00 AM,48.400000,-3.300000
Kernouve,H6,80000,01/01/1869 12:00:00 AM,48.116670,-3.083330
Kesen,H4,135000,01/01/1850 12:00:00 AM,38.983330,141.616670
Khairpur,EL6,13600,01/01/1873 12:00:00 AM,29.533330,72.300000
Khanpur,LL5,3698,01/01/1932 12:00:00 AM,25.550000,83.116670
Kharkov,L6,1500,01/01/1787 12:00:00 AM,50.625000,35.075000
Kheragur,L6,450,01/01/1860 12:00:00 AM,26.950000,77.883330
Khetri,H6,100,01/01/1867 12:00:00 AM,28.016670,75.816670
Khmelevka,L5,6109,01/01/1929 12:00:00 AM,56.750000,75.333330
Khohar,L3.6,9700,01/01/1910 12:00:00 AM,25.100000,81.533330
Khor Temiki,Aubrite,3200,01/01/1932 12:00:00 AM,16.000000,36.000000
Kidairat,H6,100000,01/01/1983 12:00:00 AM,14.000000,28.000000
Kiel,L6,737.6,01/01/1962 12:00:00 AM,54.400000,10.150000
Kiffa,H5,1500,01/01/1970 12:00:00 AM,16.583330,-11.333330
Kijima (1906),Stone-uncl,331,01/01/1906 12:00:00 AM,36.850000,138.383330
Kikino,H6,195,01/01/1809 12:00:00 AM,55.000000,34.000000
Kilabo,LL6,19000,01/01/2002 12:00:00 AM,12.766670,9.800000
Kilbourn,H5,772,01/01/1911 12:00:00 AM,43.583330,-89.600000
Killeter,H6,140,01/01/1844 12:00:00 AM,54.666670,-7.666670
Kingai,H6,67.400000000000006,01/01/1967 12:00:00 AM,11.633330,24.683330
Kirbyville,Eucrite-mmict,97.7,01/01/1906 12:00:00 AM,30.750000,-95.950000
Kisvarsány,L6,1550,01/01/1914 12:00:00 AM,48.166670,22.308330
Kitchener,L6,202.6,01/01/1998 12:00:00 AM,43.383330,-80.383330
Klein-Wenden,H6,3250,01/01/1843 12:00:00 AM,51.600000,10.800000
Knyahinya,L/LL5,500000,01/01/1866 12:00:00 AM,48.900000,22.400000
Kobe,CK4,136,01/01/1999 12:00:00 AM,34.733330,135.166670
Kokubunji,L6,11510,01/01/1986 12:00:00 AM,34.300000,133.950000
Komagome,Iron,238,01/01/1926 12:00:00 AM,35.733330,139.750000
Konovo,LL5,90,01/01/1931 12:00:00 AM,42.516670,26.166670
Košice,H5,4300,01/01/2010 12:00:00 AM,48.763670,21.176330
Krähenberg,LL5,16500,01/01/1869 12:00:00 AM,49.326940,7.464720
Krasnoi-Ugol,L6,2440,01/01/1829 12:00:00 AM,54.033330,40.900000
Krasnyi Klyuch,H5,4000,01/01/1946 12:00:00 AM,54.333330,56.083330
Krutikha,OC,845.2,01/01/1906 12:00:00 AM,56.800000,77.000000
Krymka,LL3.2,50000,01/01/1946 12:00:00 AM,47.833330,30.766670
Kukschin,L6,2250,01/01/1938 12:00:00 AM,51.150000,31.700000
Kulak,L5,453.6,01/01/1961 12:00:00 AM,30.731110,66.802220
Kuleschovka,L6,6000,01/01/1811 12:00:00 AM,50.750000,33.500000
Kulp,H6,3719,01/01/1906 12:00:00 AM,41.116670,45.000000
Kunashak,L6,200000,01/01/1949 12:00:00 AM,55.783330,61.366670
Kunya-Urgench,H5,1100000,01/01/1998 12:00:00 AM,42.250000,59.200000
Kushiike,OC,4460,01/01/1920 12:00:00 AM,37.050000,138.383330
Kusiali,L6,5,01/01/1860 12:00:00 AM,29.683330,78.383330
Kutais,H5,23,01/01/1977 12:00:00 AM,44.516670,39.300000
Kuttippuram,L6,45000,01/01/1914 12:00:00 AM,10.833330,76.033330
Kuznetzovo,L6,4047,01/01/1932 12:00:00 AM,55.200000,75.333330
Kyushu,L6,45000,01/01/1886 12:00:00 AM,32.033330,130.633330
La Bécasse,L6,2800,01/01/1879 12:00:00 AM,47.083330,1.750000
La Charca,OC,399,01/01/1878 12:00:00 AM,20.666670,-101.283330
La Colina,H5,2000,01/01/1924 12:00:00 AM,-37.333330,-61.533330
La Criolla,L6,45000,01/01/1985 12:00:00 AM,-31.233330,-58.166670
Laborel,H5,3833,01/01/1871 12:00:00 AM,44.283330,5.583330
Lahrauli,Ureilite,900,01/01/1955 12:00:00 AM,26.783330,82.716670
L'Aigle,L6,37000,01/01/1803 12:00:00 AM,48.766670,0.633330
Cumulus Hills 04075,Pallasite,9.6,01/01/2003 12:00:00 AM,,
Lakangaon,Eucrite-mmict,212.5,01/01/1910 12:00:00 AM,21.866670,76.033330
Lalitpur,L6,372,01/01/1887 12:00:00 AM,24.450000,78.566670
Lancé,CO3.5,51700,01/01/1872 12:00:00 AM,47.700000,1.066670
Lancon,H6,7000,01/01/1897 12:00:00 AM,43.750000,5.116670
Långhalsen,L6,2300,01/01/1947 12:00:00 AM,58.850000,16.733330
Lanxi,L6,1282,01/01/1986 12:00:00 AM,46.241670,126.196110
Lanzenkirchen,L4,7000,01/01/1925 12:00:00 AM,47.750000,16.233330
Laochenzhen,H5,14250,01/01/1987 12:00:00 AM,33.133330,115.166670
Launton,L6,1060,01/01/1830 12:00:00 AM,51.900000,-1.116670
Lavrentievka,L6,800,01/01/1938 12:00:00 AM,52.450000,51.566670
Le Pressoir,H5,3000,01/01/1845 12:00:00 AM,47.166670,0.433330
Le Teilleul,Howardite,780,01/01/1845 12:00:00 AM,48.533330,-0.866670
Leedey,L6,51500,01/01/1943 12:00:00 AM,35.883330,-99.333330
Leeuwfontein,L6,460,01/01/1912 12:00:00 AM,-25.666670,28.366670
Leighlinbridge,L6,271.39999999999998,01/01/1999 12:00:00 AM,52.666670,-6.966670
Leighton,H5,877,01/01/1907 12:00:00 AM,34.583330,-87.500000
Leonovka,L6,700,01/01/1900 12:00:00 AM,52.266670,32.850000
Les Ormes,L6,125,01/01/1857 12:00:00 AM,48.350000,3.250000
Lesves,L6,2000,01/01/1896 12:00:00 AM,50.366670,4.733330
Lichtenberg,H6,4000,01/01/1973 12:00:00 AM,-26.150000,26.183330
Lillaverke,H5,6862,01/01/1930 12:00:00 AM,56.650000,15.866670
Limerick,H5,50000,01/01/1813 12:00:00 AM,52.566670,-8.783330
Linum,L6,1862,01/01/1854 12:00:00 AM,52.750000,12.900000
Lishui,L5,498,01/01/1978 12:00:00 AM,31.633330,118.983330
Lissa,L6,12800,01/01/1808 12:00:00 AM,50.200000,14.850000
Little Piney,L5,491,01/01/1839 12:00:00 AM,37.916670,-92.083330
Lixna,H4,5213,01/01/1820 12:00:00 AM,56.000000,26.433330
Lodran,Lodranite,1000,01/01/1868 12:00:00 AM,29.533330,71.800000
Lohawat,Howardite,40000,01/01/1994 12:00:00 AM,26.965560,72.626670
Lorton,L6,329.7,01/01/2010 12:00:00 AM,38.700660,-77.211630
Los Martinez,L6,25,01/01/1894 12:00:00 AM,38.000000,-0.833330
Lost City,H5,17000,01/01/1970 12:00:00 AM,36.008330,-95.150000
Louisville,L6,1300,01/01/1977 12:00:00 AM,38.250000,-85.750000
Łowicz,Mesosiderite-A3,59000,01/01/1935 12:00:00 AM,52.000000,19.916670
Lua,L5,9241,01/01/1926 12:00:00 AM,24.950000,75.150000
Lucé,L6,3500,01/01/1768 12:00:00 AM,47.850000,0.483330
Lumpkin,L6,340,01/01/1869 12:00:00 AM,32.033330,-84.766670
Lunan,H6,2520,01/01/1980 12:00:00 AM,24.800000,103.300000
Lundsgård,L6,11000,01/01/1889 12:00:00 AM,56.216670,13.033330
Luotolax,Howardite,885,01/01/1813 12:00:00 AM,61.200000,27.700000
Luponnas,H3-5,14000,01/01/1753 12:00:00 AM,46.216670,5.000000
Lusaka,Unknown,,01/01/1951 12:00:00 AM,-7.216670,29.433330
Mabwe-Khoywa,L5,540,01/01/1937 12:00:00 AM,19.000000,97.000000
Macau,H5,1500,01/01/1836 12:00:00 AM,-5.200000,-36.666670
Machinga,L6,93200,01/01/1981 12:00:00 AM,-15.212220,35.242220
Macibini,Eucrite-pmict,1995,01/01/1936 12:00:00 AM,-28.833330,31.950000
Madhipura,L,1000,01/01/1950 12:00:00 AM,25.916670,86.366670
Madiun,L6,400,01/01/1935 12:00:00 AM,-7.750000,111.533330
Madrid,L6,400,01/01/1896 12:00:00 AM,40.416670,-3.716670
Mafra,L3-4,600,01/01/1941 12:00:00 AM,-26.166670,-49.933330
Magnesia,"Iron, IAB-sHL",5000,01/01/1899 12:00:00 AM,37.866670,27.516670
Magombedze,H3-5,666.6,01/01/1990 12:00:00 AM,-19.483330,31.650000
Mahadevpur,H4/5,70500,01/01/2007 12:00:00 AM,27.666670,95.783330
Maigatari-Danduma,H5/6,4629,01/01/2004 12:00:00 AM,12.833330,9.383330
Malaga,OC,150,01/01/1933 12:00:00 AM,32.216670,-104.000000
Malakal,L5,2000,01/01/1970 12:00:00 AM,9.500000,31.750000
Malampaka,H,470,01/01/1930 12:00:00 AM,-3.133330,33.516670
Malotas,H5,,01/01/1931 12:00:00 AM,-28.933330,-63.233330
Malvern,Eucrite-pmict,807,01/01/1933 12:00:00 AM,-29.450000,26.766670
Mamra Springs,L6,1000,01/01/1927 12:00:00 AM,45.216670,62.083330
Manbhoom,LL6,1700,01/01/1863 12:00:00 AM,23.050000,86.700000
Manegaon,Diogenite,50,01/01/1843 12:00:00 AM,20.966670,76.100000
Mangwendi,LL6,22300,01/01/1934 12:00:00 AM,-17.650000,31.600000
Manych,LL3.4,3555,01/01/1951 12:00:00 AM,45.816670,44.633330
Mardan,H5,4500,01/01/1948 12:00:00 AM,34.233330,72.083330
Maria Linden,L4,114,01/01/1925 12:00:00 AM,,
Mariaville,Iron,340,01/01/1898 12:00:00 AM,42.716670,-99.383330
Maribo,CM2,25.81,01/01/2009 12:00:00 AM,54.761830,11.467450
Maridi,H6,3200,01/01/1941 12:00:00 AM,4.666670,29.250000
Marilia,H4,2500,01/01/1971 12:00:00 AM,-22.250000,-49.933330
Marion (Iowa),L6,28400,01/01/1847 12:00:00 AM,41.900000,-91.600000
Marjalahti,"Pallasite, PMG",45000,01/01/1902 12:00:00 AM,61.500000,30.500000
Marmande,L5,3000,01/01/1848 12:00:00 AM,44.500000,0.150000
Maromandia,L6,6000,01/01/2002 12:00:00 AM,-14.200000,48.100000
Maryville,L6,1443,01/01/1983 12:00:00 AM,35.800000,-84.100000
Mascombes,L6,1000,01/01/1836 12:00:00 AM,45.366670,1.866670
Mason Gully,H5,24.54,01/01/2010 12:00:00 AM,0.000000,0.000000
Mässing,Howardite,1600,01/01/1803 12:00:00 AM,48.133330,12.616670
Mauerkirchen,L6,19000,01/01/1768 12:00:00 AM,48.183330,13.133330
Mauritius,L6,220,01/01/1801 12:00:00 AM,-20.000000,57.000000
Mayo Belwa,Aubrite,4850,01/01/1974 12:00:00 AM,8.966670,12.083330
Mazapil,"Iron, IAB-sLL",4000,01/01/1885 12:00:00 AM,24.683330,-101.683330
Maziba,L6,4975,01/01/1942 12:00:00 AM,-1.216670,30.000000
Mbale,L5/6,150000,01/01/1992 12:00:00 AM,1.066670,34.166670
Medanitos,Eucrite-cm,31,01/01/1953 12:00:00 AM,-27.250000,-67.500000
Meerut,H5,22,01/01/1861 12:00:00 AM,29.016670,77.800000
Meester-Cornelis,H5,24750,01/01/1915 12:00:00 AM,-6.233330,106.883330
Menow,H4,10500,01/01/1862 12:00:00 AM,53.183330,13.150000
Menziswyl,L5,28.9,01/01/1903 12:00:00 AM,46.818670,7.218170
Mern,L6,4000,01/01/1878 12:00:00 AM,55.050000,12.066670
Meru,LL6,6000,01/01/1945 12:00:00 AM,0.000000,37.666670
Merua,H5,71400,01/01/1920 12:00:00 AM,25.483330,81.983330
Messina,L5,2405,01/01/1955 12:00:00 AM,38.183330,15.566670
Meuselbach,L6,870,01/01/1897 12:00:00 AM,50.583330,11.100000
Mezel,L6,1300,01/01/1949 12:00:00 AM,45.766670,3.250000
Mezö-Madaras,L3.7,22700,01/01/1852 12:00:00 AM,46.500000,25.733330
Mhow,L6,350,01/01/1827 12:00:00 AM,25.900000,83.616670
Mianchi,H5,1100,01/01/1980 12:00:00 AM,34.800000,111.700000
Middlesbrough,L6,1600,01/01/1881 12:00:00 AM,54.566670,-1.166670
Mifflin,L5,3584,01/01/2010 12:00:00 AM,42.907500,-90.365560
Mighei,CM2,8000,01/01/1889 12:00:00 AM,48.066670,30.966670
Mihonoseki,L6,6380,01/01/1992 12:00:00 AM,35.568330,133.220000
Mike,L6,224.2,01/01/1944 12:00:00 AM,46.233330,17.533330
Milena,L6,10000,01/01/1842 12:00:00 AM,46.183330,16.100000
Millbillillie,Eucrite-mmict,330000,01/01/1960 12:00:00 AM,-26.450000,120.366670
Miller (Arkansas),H5,16700,01/01/1930 12:00:00 AM,35.400000,-92.050000
Minamino,L,1040,01/01/1632 12:00:00 AM,35.078330,136.933330
Mineo,Pallasite,42,01/01/1826 12:00:00 AM,37.283330,14.700000
Min-Fan-Zhun,LL6,5500,01/01/1952 12:00:00 AM,32.333330,120.666670
Minnichhof,OC,550,01/01/1905 12:00:00 AM,47.700000,16.600000
Mirzapur,L5,8510,01/01/1910 12:00:00 AM,25.683330,83.250000
Misshof,H5,5800,01/01/1890 12:00:00 AM,56.666670,23.000000
Mjelleim,H,100.7,01/01/1898 12:00:00 AM,61.733330,5.933330
Mocs,L5-6,300000,01/01/1882 12:00:00 AM,46.800000,24.033330
Modoc (1905),L6,35000,01/01/1905 12:00:00 AM,38.500000,-101.100000
Mokoia,CV3,4500,01/01/1908 12:00:00 AM,-39.633330,174.400000
Molina,H5,144000,01/01/1858 12:00:00 AM,38.116670,-1.166670
Molteno,Howardite,150,01/01/1953 12:00:00 AM,-31.250000,26.466670
Monahans (1998),H5,2587,01/01/1998 12:00:00 AM,31.608330,-102.858330
Monroe,H4,8600,01/01/1849 12:00:00 AM,35.250000,-80.500000
Monte das Fortes,L5,4885,01/01/1950 12:00:00 AM,38.016670,-8.250000
Monte Milone,L5,3130,01/01/1846 12:00:00 AM,43.266670,13.350000
Montferré,H5,149000,01/01/1923 12:00:00 AM,43.390560,1.962500
Montlivault,L6,500,01/01/1838 12:00:00 AM,47.633330,1.583330
Monze,L6,,01/01/1950 12:00:00 AM,-15.966670,27.350000
Moore County,Eucrite-cm,1880,01/01/1913 12:00:00 AM,35.416670,-79.383330
Mooresfort,H5,3520,01/01/1810 12:00:00 AM,52.450000,-8.333330
Moorleah,L6,8887.5,01/01/1930 12:00:00 AM,-40.975000,145.600000
Moradabad,L6,70,01/01/1808 12:00:00 AM,28.783330,78.833330
Morávka,H5,633,01/01/2000 12:00:00 AM,49.600000,18.533330
Mornans,H5,1300,01/01/1875 12:00:00 AM,44.600000,5.133330
Moss,CO3.6,3763,01/01/2006 12:00:00 AM,59.433330,10.700000
Moti-ka-nagla,H6,1500,01/01/1868 12:00:00 AM,26.833330,77.333330
Motta di Conti,H4,9150,01/01/1868 12:00:00 AM,45.200000,8.500000
Mount Browne,H6,11300,01/01/1902 12:00:00 AM,-29.800000,141.700000
Mount Tazerzait,L5,110000,01/01/1991 12:00:00 AM,18.700000,4.800000
Mount Vaisi,Stone-uncl,17000,01/01/1637 12:00:00 AM,44.083330,6.866670
Mtola,Stone-uncl,1100,01/01/1944 12:00:00 AM,-11.500000,33.500000
Muddoor,L5,4400,01/01/1865 12:00:00 AM,12.633330,77.016670
Mulletiwu,L,25.5,01/01/1795 12:00:00 AM,9.333330,80.833330
Muraid,L6,4703,01/01/1924 12:00:00 AM,24.500000,90.216670
Murchison,CM2,100000,01/01/1969 12:00:00 AM,-36.616670,145.200000
Murray,CM2,12600,01/01/1950 12:00:00 AM,36.600000,-88.100000
Muzaffarpur,"Iron, IAB-sHL",1245,01/01/1964 12:00:00 AM,26.133330,85.533330
Myhee Caunta,OC,,01/01/1842 12:00:00 AM,23.050000,72.633330
Nadiabondi,H5,8165,01/01/1956 12:00:00 AM,12.000000,1.000000
Nagai,L6,1810,01/01/1922 12:00:00 AM,38.121670,140.061670
Nagaria,Eucrite-cm,20,01/01/1875 12:00:00 AM,26.983330,78.216670
Nagy-Borové,L5,6100,01/01/1895 12:00:00 AM,49.166670,19.500000
Nakhla,Martian (nakhlite),10000,01/01/1911 12:00:00 AM,31.316670,30.350000
Nakhon Pathom,L6,23200,01/01/1923 12:00:00 AM,13.733330,100.083330
Nammianthal,H5,4500,01/01/1886 12:00:00 AM,12.283330,79.200000
Nan Yang Pao,L6,52900,01/01/1917 12:00:00 AM,35.666670,103.500000
Nanjemoy,H6,7500,01/01/1825 12:00:00 AM,38.416670,-77.166670
Nantong,H6,529,01/01/1984 12:00:00 AM,32.116670,121.800000
Naoki,H6,17000,01/01/1928 12:00:00 AM,19.250000,77.000000
Naragh,H6,2700,01/01/1974 12:00:00 AM,33.750000,51.500000
Narellan,L6,367.5,01/01/1928 12:00:00 AM,-34.050000,150.688890
Narni,Stone-uncl,,12/27/0920 12:00:00 AM,42.516670,12.516670
Nassirah,H4,347,01/01/1936 12:00:00 AM,-21.733330,165.900000
Natal,Stone-uncl,1.4,01/01/1973 12:00:00 AM,,
Nawapali,CM2,105,01/01/1890 12:00:00 AM,21.250000,83.666670
Neagari,L6,420,01/01/1995 12:00:00 AM,36.449170,136.465280
Nedagolla,"Iron, ungrouped",4500,01/01/1870 12:00:00 AM,18.683330,83.483330
Nejo,L6,2450,01/01/1970 12:00:00 AM,9.500000,35.333330
Nerft,L6,10250,01/01/1864 12:00:00 AM,56.500000,21.500000
Neuschwanstein,EL6,6189,01/01/2002 12:00:00 AM,47.525000,10.808330
New Concord,L6,230000,01/01/1860 12:00:00 AM,40.000000,-81.766670
New Halfa,L4,12000,01/01/1994 12:00:00 AM,15.366670,35.683330
New Orleans,H5,19256,01/01/2003 12:00:00 AM,29.947180,-90.109760
Ngawi,LL3.6,1393,01/01/1883 12:00:00 AM,-7.450000,111.416670
N'Goureyma,"Iron, ungrouped",37500,01/01/1900 12:00:00 AM,13.850000,-4.383330
Nicorps,Stone-uncl,,01/01/1750 12:00:00 AM,49.033330,-1.433330
Niger (L6),L6,3.3,01/01/1967 12:00:00 AM,,
Niger (LL6),LL6,3.3,01/01/1967 12:00:00 AM,,
Nikolaevka,H4,3996,01/01/1935 12:00:00 AM,52.450000,78.633330
Nikolskoe,L4,6000,01/01/1954 12:00:00 AM,56.116670,37.333330
Ningbo,"Iron, IVA",14250,01/01/1975 12:00:00 AM,29.866670,121.483330
Ningqiang,C3-ung,4610,01/01/1983 12:00:00 AM,32.925000,105.906670
Nio,H3-4,467,01/01/1897 12:00:00 AM,34.200000,131.566670
N'Kandhla,"Iron, IID",17200,01/01/1912 12:00:00 AM,-28.566670,30.700000
Nobleborough,Eucrite-pmict,2300,01/01/1823 12:00:00 AM,44.083330,-69.483330
